1223.3983186 [1715151025.3524, 66.0, 0.0, -177.302, -13.225, -8.412, -0.865, -1.307, -3.707, -229.72, -142.399, -98.726, 0.0, 0.0]
1223.4061311 [1715151025.3602, 67.0, 0.0, -160.219, 10.867, 4.404, 4.772, 0.743, -2.678, -196.702, -130.473, -66.352, 0.0, 0.0]
1223.4139436 [1715151025.3682, 68.0, 0.0, -140.591, 20.59, 12.597, 6.304, 4.329, -1.139, -164.743, -119.584, -47.843, 0.0, 0.0]
1223.4217561 [1715151025.376, 69.0, 0.0, -138.401, 2.639, 7.973, 6.81, 8.935, -4.724, -174.312, -119.465, -55.48, 0.0, 0.0]
1223.4295686 [1715151025.3839, 70.0, 0.0, -159.78, -12.733, -0.744, 3.217, 19.173, -3.182, -186.945, -124.981, -68.232, 0.0, 0.0]
1223.4373811 [1715151025.3917, 71.0, 0.0, -176.014, -9.647, -7.403, -5.496, 16.08, 1.944, -219.034, -134.077, -81.996, 0.0, 0.0]
1223.4451936 [1715151025.3996, 72.0, 0.0, -173.276, -2.465, -4.834, -18.81, -8.527, -5.23, -251.09, -144.702, -97.283, 0.0, 0.0]
1223.4530061 [1715151025.4074, 73.0, 0.0, -169.004, 1.636, 4.392, -21.353, -17.228, -13.422, -257.499, -149.68, -98.723, 0.0, 0.0]
1223.4608186 [1715151025.4151, 74.0, 0.0, -164.225, 5.221, 7.462, -0.327, 3.282, -2.65, -224.454, -137.747, -72.496, 0.0, 0.0]
1223.4686311 [1715151025.423, 75.0, 0.0, -152.79, 4.703, 4.38, 19.141, 18.135, 10.16, -191.441, -115.068, -39.636, 0.0, 0.0]
1223.4764436 [1715151025.4307, 76.0, 0.0, -154.174, 0.6, 1.302, 10.925, 15.043, 6.564, -184.59, -112.391, -41.133, 0.0, 0.0]
1223.4842561 [1715151025.4385, 77.0, 0.0, -179.123, -3.499, -6.384, -10.091, 4.782, 0.922, -216.681, -134.308, -73.368, 0.0, 0.0]
1223.4920686 [1715151025.4462, 78.0, 0.0, -197.899, -7.082, -10.988, -17.253, -6.494, -0.103, -248.74, -148.519, -99.422, 0.0, 0.0]
1223.4998811 [1715151025.454, 79.0, 0.0, -177.209, -4.513, -1.243, -9.039, -7.512, -1.128, -215.703, -138.124, -80.367, 0.0, 0.0]
1223.5076936 [1715151025.4617, 80.0, 0.0, -144.244, 7.274, 8.492, 7.364, 2.23, 4.509, -182.7, -107.76, -47.499, 0.0, 0.0]
1223.5155061 [1715151025.4695, 81.0, 0.0, -126.681, 13.927, 7.971, 13.505, 4.277, 11.676, -149.729, -83.573, -26.959, 0.0, 0.0]
1223.5233186 [1715151025.4773, 82.0, 0.0, -152.682, -1.456, 0.791, -3.415, -4.437, 8.079, -181.855, -100.908, -57.671, 0.0, 0.0]
1223.5311311 [1715151025.4851, 83.0, 0.0, -184.805, -20.41, -10.481, -16.219, -3.92, 0.898, -213.949, -133.083, -89.889, 0.0, 0.0]
1223.5389436 [1715151025.4928, 84.0, 0.0, -184.62, -11.68, -10.471, 2.752, 13.502, -0.127, -207.587, -134.487, -89.286, 0.0, 0.0]
1223.5467561 [1715151025.5007, 85.0, 0.0, -157.795, 12.41, 6.446, 17.606, 21.686, -0.639, -174.592, -112.323, -63.069, 0.0, 0.0]
1223.5545686 [1715151025.5085, 86.0, 0.0, -146.367, 18.033, 14.637, 2.22, 5.27, -5.25, -165.195, -112.723, -53.785, 0.0, 0.0]
1223.5623811 [1715151025.5164, 87.0, 0.0, -160.053, 4.182, 6.425, -3.418, 2.703, -5.244, -172.715, -122.344, -64.489, 0.0, 0.0]
1223.5701936 [1715151025.5242, 88.0, 0.0, -173.213, -6.068, -3.828, 8.369, 24.218, 0.396, -177.153, -120.172, -75.183, 0.0, 0.0]
1223.5780061 [1715151025.5322, 89.0, 0.0, -176.626, -8.623, -9.971, -2.398, 12.923, 0.396, -209.251, -124.663, -83.817, 0.0, 0.0]
1223.5858186 [1715151025.54, 90.0, 0.0, -180.035, -3.492, -3.814, -23.401, -19.366, -10.363, -241.317, -136.834, -97.054, 0.0, 0.0]
1223.5936311 [1715151025.5479, 91.0, 0.0, -175.244, 4.196, 10.022, -15.693, -11.662, -12.402, -234.416, -135.672, -97.469, 0.0, 0.0]
1223.6014436 [1715151025.5557, 92.0, 0.0, -163.286, 7.266, 8.988, 6.865, 16.527, -0.606, -201.394, -120.68, -68.17, 0.0, 0.0]
1223.6092561 [1715151025.5636, 93.0, 0.0, -159.024, 4.697, 0.269, 14.542, 23.17, 6.054, -168.405, -105.19, -42.486, 0.0, 0.0]
1223.6170686 [1715151025.5714, 94.0, 0.0, -171.161, 0.082, 0.269, 2.745, 15.463, 5.024, -197.95, -108.671, -58.325, 0.0, 0.0]
1223.6248811 [1715151025.5793, 95.0, 0.0, -195.58, -7.091, -2.293, -17.238, -1.459, 2.457, -230.028, -137.251, -90.542, 0.0, 0.0]
1223.6326936 [1715151025.5872, 96.0, 0.0, -207.68, -7.596, -5.364, -20.807, -8.118, -3.181, -253.876, -153.508, -99.673, 0.0, 0.0]
1223.6405061 [1715151025.5951, 97.0, 0.0, -177.759, 1.633, 3.863, 0.219, 13.92, -2.665, -220.835, -128.251, -72.934, 0.0, 0.0]
1223.6483186 [1715151025.6029, 98.0, 0.0, -144.793, 8.804, 10.007, 16.612, 18.004, 9.633, -187.826, -95.335, -40.073, 0.0, 0.0]
1223.6561311 [1715151025.6106, 99.0, 0.0, -146.698, 5.209, 1.287, 8.399, -3.531, 18.845, -154.85, -90.117, -23.639, 0.0, 0.0]
1223.6639436 [1715151025.6184, 100.0, 0.0, -177.289, -5.555, -6.911, -8.516, -0.966, 13.19, -186.971, -111.544, -55.891, 0.0, 0.0]
1223.6717561 [1715151025.6261, 101.0, 0.0, -190.432, -12.209, -8.441, -15.167, 9.794, -2.704, -219.059, -131.924, -88.11, 0.0, 0.0]
1223.6795686 [1715151025.6339, 102.0, 0.0, -184.094, -2.975, -5.359, -2.344, 1.587, -10.386, -215.767, -131.793, -86.485, 0.0, 0.0]
1223.6873811 [1715151025.6417, 103.0, 0.0, -165.979, 12.397, 4.381, 7.392, 0.049, -3.716, -182.763, -114.242, -53.611, 0.0, 0.0]
1223.6951936 [1715151025.6495, 104.0, 0.0, -148.395, 13.409, 11.036, -4.399, 4.147, -0.126, -155.94, -106.956, -38.701, 0.0, 0.0]
1223.7030061 [1715151025.6572, 105.0, 0.0, -159.005, -0.437, 2.828, -10.03, 5.68, -4.224, -185.498, -117.607, -56.593, 0.0, 0.0]
1223.7108186 [1715151025.665, 106.0, 0.0, -185.486, -9.658, -8.445, 6.374, 20.019, 1.415, -211.953, -123.125, -73.955, 0.0, 0.0]
1223.7186311 [1715151025.6727, 107.0, 0.0, -189.399, -6.062, -8.437, 10.466, 22.048, 8.586, -236.844, -125.051, -83.102, 0.0, 0.0]
1223.7264436 [1715151025.6805, 108.0, 0.0, -177.938, 3.166, 0.281, -7.987, -6.663, -0.644, -260.173, -134.148, -90.704, 0.0, 0.0]
1223.7342561 [1715151025.6882, 109.0, 0.0, -173.662, 4.7, 4.891, -16.176, -19.464, -8.328, -245.056, -136.063, -78.83, 0.0, 0.0]
1223.7420686 [1715151025.6961, 110.0, 0.0, -168.365, 0.084, 4.374, 6.894, 9.757, 0.39, -212.023, -121.07, -53.136, 0.0, 0.0]
1223.7498811 [1715151025.7038, 111.0, 0.0, -163.074, 1.621, 3.857, 30.965, 36.899, 8.586, -179.024, -106.604, -44.373, 0.0, 0.0]
1223.7576936 [1715151025.7117, 112.0, 0.0, -176.743, 0.595, 0.267, 13.004, 20.468, 5.504, -209.071, -113.157, -62.772, 0.0, 0.0]
1223.7655061 [1715151025.7195, 113.0, 0.0, -205.768, -9.652, -6.905, -19.285, -11.827, -1.162, -241.137, -141.734, -94.985, 0.0, 0.0]
1223.7733186 [1715151025.7274, 114.0, 0.0, -212.222, -11.692, -6.898, -19.266, -13.352, -2.698, -270.61, -156.961, -108.722, 0.0, 0.0]
1223.7811311 [1715151025.7352, 115.0, 0.0, -179.222, 3.177, 1.818, 13.541, 15.862, 3.965, -237.551, -125.553, -75.826, 0.0, 0.0]
1223.7889436 [1715151025.7431, 116.0, 0.0, -146.255, 16.494, 10.013, 28.385, 21.994, 14.72, -204.526, -92.64, -42.962, 0.0, 0.0]
1223.7967561 [1715151025.751, 117.0, 0.0, -152.769, 6.743, 4.88, 10.426, 4.041, 16.754, -188.44, -98.695, -39.845, 0.0, 0.0]
1223.8045686 [1715151025.7589, 118.0, 0.0, -181.305, -13.756, -9.47, -12.639, -1.086, 5.467, -220.527, -122.163, -72.081, 0.0, 0.0]
1223.8123811 [1715151025.7667, 119.0, 0.0, -190.346, -14.254, -14.583, -11.089, 8.649, -4.273, -252.582, -131.262, -101.21, 0.0, 0.0]
1223.8201936 [1715151025.7746, 120.0, 0.0, -175.811, 2.666, -1.249, 10.439, 15.301, -3.756, -227.226, -129.081, -85.228, 0.0, 0.0]
1223.8280061 [1715151025.7824, 121.0, 0.0, -151.556, 12.397, 10.023, 11.965, 7.601, -0.678, -194.211, -114.095, -52.355, 0.0, 0.0]
1223.8358186 [1715151025.7901, 122.0, 0.0, -134.499, 11.36, 5.403, -8.026, -5.727, 1.371, -174.037, -98.612, -43.081, 0.0, 0.0]
1223.8436311 [1715151025.7979, 123.0, 0.0, -151.27, 3.152, -3.312, -9.555, 4.525, -0.167, -206.138, -108.247, -67.628, 0.0, 0.0]
1223.8514436 [1715151025.8057, 124.0, 0.0, -183.395, -8.634, -5.358, 5.823, 26.55, -6.827, -238.208, -130.168, -95.738, 0.0, 0.0]
1223.8592561 [1715151025.8135, 125.0, 0.0, -188.847, -8.113, -3.303, 8.891, 16.277, -8.357, -259.999, -135.674, -102.814, 0.0, 0.0]
1223.8670686 [1715151025.8212, 126.0, 0.0, -165.092, 2.653, 1.311, -0.851, -9.355, -3.225, -258.714, -130.415, -91.953, 0.0, 0.0]
1223.8748811 [1715151025.829, 127.0, 0.0, -158.266, 5.212, 7.457, -3.412, -3.198, -3.734, -225.668, -127.723, -77.516, 0.0, 0.0]
