0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
5.299,2.089,-0.335,4.175,1.298,3.819,6.378,8.574,6.822,11.359,0.473,14.512,2.483,-6.593,-13.006,1.227,3.442,2.024,4.669,2.751,4.278,0.844
0.683,9.771,-1.872,1.609,1.296,0.229,4.322,3.955,4.254,10.323,2.522,-3.433,-0.593,-4.537,-37.584,6.861,-0.148,-0.027,3.64,3.261,2.737,0.843
1.707,-1.509,0.18,-1.979,1.295,0.741,1.244,1.389,5.274,4.678,-0.042,-30.582,-0.593,-3.508,-69.822,2.756,-3.734,0.485,-2.512,0.696,0.172,0.843
2.73,-5.606,-3.407,0.585,2.318,1.253,1.243,2.925,3.732,5.185,-1.067,-10.059,1.969,-5.041,-36.965,0.191,-0.144,2.534,-1.997,2.745,0.685,1.354
1.702,2.596,-3.403,1.096,3.853,-0.285,2.779,3.434,2.704,7.742,-2.602,-1.852,1.967,-7.085,-10.8,9.413,3.442,2.019,2.616,6.84,2.733,2.89
2.213,4.131,2.235,-0.442,2.312,4.326,3.801,1.381,5.775,7.734,-4.137,-21.83,-0.596,-5.029,-43.064,8.379,-1.172,0.992,2.613,4.272,-0.344,1.35
2.211,3.614,-2.378,3.657,1.797,4.834,2.26,-0.157,7.306,7.214,0.478,-24.882,-2.132,-3.999,-54.804,1.198,-3.22,-1.058,0.561,-0.343,-2.392,0.836
2.721,3.098,-5.449,5.703,0.771,-2.344,3.795,2.917,7.811,6.694,2.527,-25.882,-0.593,-7.069,-44.503,3.246,0.882,-1.057,1.073,0.682,0.172,2.372
3.23,-3.565,2.241,4.16,-0.767,-0.804,6.865,4.963,11.389,7.2,-1.062,-21.758,1.969,-7.062,-39.336,2.218,-0.144,1.506,0.56,3.755,2.221,0.833
1.178,0.537,0.19,5.181,0.771,4.32,1.222,0.86,9.841,9.242,-0.548,0.806,1.455,-4.493,-20.854,2.216,-1.68,1.504,-0.465,5.801,2.731,-0.193
1.689,8.734,-6.471,3.639,2.307,0.729,-1.34,-0.678,4.708,8.208,2.014,-10.466,-0.596,-6.026,-30.566,5.8,0.883,-1.059,0.047,5.795,1.703,3.394
4.761,0.528,0.196,0.561,0.768,0.728,6.858,3.421,7.777,7.175,0.475,-34.534,0.429,-8.069,-61.787,0.159,-1.167,-1.57,1.072,2.715,-0.348,1.341
