0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1.733,-1.636,0.074,5.596,1.843,2.846,-1.178,6.682,5.561,7.709,11.82,-1.967,2.462,13.743,-10.218,-7.403,6.301,-3.814,-11.329,-2.689,-8.768,-6.289
5.317,1.952,4.173,8.152,7.989,6.43,-2.202,5.138,5.555,8.726,15.395,1.621,6.558,17.315,-3.035,2.851,15.004,7.461,3.54,7.56,3.536,-0.135
-15.693,-18.03,-15.299,-7.226,-11.999,-15.094,-20.13,-12.798,-12.381,-10.751,1.547,-13.75,-9.331,2.953,-18.914,-14.571,-1.405,-9.965,-9.784,-6.793,-10.3,-11.406
-31.046,-34.406,-30.653,-20.539,-25.307,-31.473,-32.406,-18.933,-23.127,-25.085,-10.75,-28.08,-22.129,-9.345,-31.19,-29.925,-15.236,-24.812,-32.316,-22.667,-33.856,-25.227
-27.941,-30.785,-26.524,-18.469,-20.159,-23.244,-24.176,-14.303,-18.493,-19.936,-7.665,-24.466,-18.008,-4.725,-27.573,-25.797,-14.196,-16.078,-29.722,-20.083,-28.187,-22.64
-29.963,-31.779,-26.498,-19.987,-23.213,-21.172,-24.664,-17.362,-17.963,-20.429,-5.608,-23.417,-15.941,-2.159,-30.107,-27.82,-14.182,-12.988,-25.081,-19.038,-22.523,-22.105
-34.031,-36.358,-31.594,-24.066,-25.239,-29.86,-34.886,-20.419,-21.018,-22.97,-9.701,-25.443,-18.487,-4.718,-30.589,-30.354,-11.606,-16.049,-29.155,-20.044,-29.673,-27.206
-25.288,-26.588,-25.927,-18.919,-17.016,-23.17,-27.166,-15.275,-16.387,-14.75,-6.105,-17.221,-12.32,2.459,-21.849,-20.59,-4.935,-10.397,-21.441,-14.901,-22.983,-21.031
-19.627,-21.438,-22.315,-14.801,-14.438,-16.487,-20.479,-12.699,-11.76,-11.149,2.61,-12.08,-10.259,10.141,-20.803,-17.496,-7.491,-11.924,-21.932,-18.984,-16.813,-16.399
-21.144,-25.515,-24.342,-13.25,-14.423,-16.983,-26.094,-9.612,-8.674,-8.576,5.681,-12.068,-11.273,15.767,-20.782,-15.941,-7.484,-15.498,-29.594,-18.453,-17.82,-19.969
